,단지코드,총세대수,임대건물구분,지역,전용면적,전용면적별세대수,빈집,임대료,노선수,버스,주차면수,등록차량수
1525,C2262,720,아파트,울산광역시,39.63,15,30.0,136250,0.0,4.0,581.0,540.0
1526,C2262,720,아파트,울산광역시,46.7,85,30.0,185810,0.0,4.0,581.0,540.0
1527,C2262,720,아파트,울산광역시,46.9,87,30.0,185810,0.0,4.0,581.0,540.0
1528,C2262,720,아파트,울산광역시,46.9,15,30.0,185810,0.0,4.0,581.0,540.0
1529,C2262,720,아파트,울산광역시,51.93,225,30.0,241010,0.0,4.0,581.0,540.0
1530,C2262,720,아파트,울산광역시,51.93,60,30.0,241010,0.0,4.0,581.0,540.0
1531,C1084,280,아파트,경상북도,39.63,84,2.0,81130,0.0,2.0,280.0,226.0
1532,C1084,280,아파트,경상북도,39.63,12,2.0,81130,0.0,2.0,280.0,226.0
1533,C1084,280,아파트,경상북도,46.9,91,2.0,109840,0.0,2.0,280.0,226.0
1534,C1084,280,아파트,경상북도,46.9,45,2.0,109840,0.0,2.0,280.0,226.0
1535,C1084,280,아파트,경상북도,59.89,16,2.0,164770,0.0,2.0,280.0,226.0
1536,C1084,280,아파트,경상북도,59.89,32,2.0,164770,0.0,2.0,280.0,226.0
1537,C2530,307,아파트,강원도,39.93,40,19.0,198190,0.0,5.0,296.0,302.0
1538,C2530,307,아파트,강원도,39.93,13,19.0,198190,0.0,5.0,296.0,302.0
1539,C2530,307,아파트,강원도,46.96,30,19.0,222970,0.0,5.0,296.0,302.0
1540,C2530,307,아파트,강원도,46.96,15,19.0,222970,0.0,5.0,296.0,302.0
1541,C2530,307,아파트,강원도,59.78,156,19.0,322080,0.0,5.0,296.0,302.0
1542,C2530,307,아파트,강원도,59.84,53,19.0,322080,0.0,5.0,296.0,302.0
1543,C1046,232,아파트,강원도,36.62,129,9.0,161020,0.0,4.0,195.0,156.0
1544,C1046,232,아파트,강원도,36.62,45,9.0,161020,0.0,4.0,195.0,156.0
1545,C1046,232,아파트,강원도,51.93,58,9.0,284910,0.0,4.0,195.0,156.0
1546,C1761,602,아파트,강원도,36.62,150,18.0,138550,0.0,2.0,715.0,730.0
1547,C1761,602,아파트,강원도,46.9,73,18.0,210970,0.0,2.0,715.0,730.0
1548,C1761,602,아파트,강원도,46.9,148,18.0,210970,0.0,2.0,715.0,730.0
1549,C1761,602,아파트,강원도,47.4,15,18.0,214710,0.0,2.0,715.0,730.0
1550,C1761,602,아파트,강원도,51.93,76,18.0,232200,0.0,2.0,715.0,730.0
1551,C1761,602,아파트,강원도,51.93,140,18.0,232200,0.0,2.0,715.0,730.0
1552,C1102,522,아파트,강원도,36.65,120,21.0,127580,0.0,7.0,525.0,417.0
1553,C1102,522,아파트,강원도,36.65,60,21.0,127580,0.0,7.0,525.0,417.0
1554,C1102,522,아파트,강원도,46.91,170,21.0,208110,0.0,7.0,525.0,417.0
1555,C1102,522,아파트,강원도,46.91,82,21.0,208110,0.0,7.0,525.0,417.0
1556,C1102,522,아파트,강원도,51.93,75,21.0,221730,0.0,7.0,525.0,417.0
1557,C1102,522,아파트,강원도,51.93,15,21.0,221730,0.0,7.0,525.0,417.0
1558,C2420,457,아파트,대구광역시,39.63,103,3.0,131070,1.0,8.0,537.0,505.0
1559,C2420,457,아파트,대구광역시,39.63,16,3.0,131070,1.0,8.0,537.0,505.0
1560,C2420,457,아파트,대구광역시,46.9,52,3.0,174770,1.0,8.0,537.0,505.0
1561,C2420,457,아파트,대구광역시,46.9,26,3.0,174770,1.0,8.0,537.0,505.0
1562,C2420,457,아파트,대구광역시,51.93,78,3.0,224710,1.0,8.0,537.0,505.0
1563,C2420,457,아파트,대구광역시,51.93,52,3.0,224710,1.0,8.0,537.0,505.0
1564,C2420,457,아파트,대구광역시,59.89,130,3.0,260920,1.0,8.0,537.0,505.0
1565,C1122,808,아파트,대구광역시,39.48,129,7.0,122320,2.0,2.0,728.0,1077.0
1566,C1122,808,아파트,대구광역시,39.72,54,7.0,122320,2.0,2.0,728.0,1077.0
1567,C1122,808,아파트,대구광역시,39.72,36,7.0,122320,2.0,2.0,728.0,1077.0
1568,C1122,808,아파트,대구광역시,46.89,44,7.0,164770,2.0,2.0,728.0,1077.0
1569,C1122,808,아파트,대구광역시,46.9,298,7.0,164770,2.0,2.0,728.0,1077.0
1570,C1122,808,아파트,대구광역시,46.9,118,7.0,164770,2.0,2.0,728.0,1077.0
1571,C1122,808,아파트,대구광역시,46.9,129,7.0,164770,2.0,2.0,728.0,1077.0
1572,C2042,712,아파트,대구광역시,39.48,129,13.0,122320,2.0,7.0,641.0,757.0
1573,C2042,712,아파트,대구광역시,46.89,44,13.0,164770,2.0,7.0,641.0,757.0
1574,C2042,712,아파트,대구광역시,46.9,280,13.0,164770,2.0,7.0,641.0,757.0
1575,C2042,712,아파트,대구광역시,46.9,130,13.0,164770,2.0,7.0,641.0,757.0
1576,C2042,712,아파트,대구광역시,46.9,129,13.0,164770,2.0,7.0,641.0,757.0
1577,C1375,757,아파트,경상남도,46.9,141,21.0,137310,0.0,12.0,761.0,754.0
1578,C1375,757,아파트,경상남도,46.9,95,21.0,137310,0.0,12.0,761.0,754.0
1579,C1375,757,아파트,경상남도,46.91,63,21.0,137310,0.0,12.0,761.0,754.0
1580,C1375,757,아파트,경상남도,46.91,31,21.0,137310,0.0,12.0,761.0,754.0
1581,C1375,757,아파트,경상남도,51.93,29,21.0,149810,0.0,12.0,761.0,754.0
1582,C1375,757,아파트,경상남도,51.93,19,21.0,149810,0.0,12.0,761.0,754.0
1583,C1375,757,아파트,경상남도,59.88,379,21.0,187260,0.0,12.0,761.0,754.0
1584,C1410,356,아파트,충청북도,36.65,156,10.0,76260,0.0,3.0,550.0,815.0
1585,C1410,356,아파트,충청북도,36.65,52,10.0,76260,0.0,3.0,550.0,815.0
1586,C1410,356,아파트,충청북도,59.88,148,10.0,163650,0.0,3.0,550.0,815.0
1587,C1641,283,아파트,경상남도,36.62,90,8.0,71380,0.0,1.0,227.0,268.0
1588,C1641,283,아파트,경상남도,46.9,86,8.0,103840,0.0,1.0,227.0,268.0
1589,C1641,283,아파트,경상남도,51.93,87,8.0,124610,0.0,1.0,227.0,268.0
1590,C1641,283,아파트,경상남도,51.93,20,8.0,124610,0.0,1.0,227.0,268.0
1591,C1706,467,아파트,경기도,36.72,86,7.0,158060,1.0,5.0,403.0,362.0
1592,C1706,467,아파트,경기도,36.72,74,7.0,158060,1.0,5.0,403.0,362.0
1593,C1706,467,아파트,경기도,51.92,204,7.0,249130,1.0,5.0,403.0,362.0
1594,C1706,467,아파트,경기도,51.92,89,7.0,249130,1.0,5.0,403.0,362.0
1595,C1706,467,아파트,경기도,53.26,14,7.0,261760,1.0,5.0,403.0,362.0
1596,C1307,506,아파트,경기도,36.91,60,9.0,149810,0.0,3.0,436.0,504.0
1597,C1307,506,아파트,경기도,36.93,95,9.0,149810,0.0,3.0,436.0,504.0
1598,C1307,506,아파트,경기도,46.96,106,9.0,240930,0.0,3.0,436.0,504.0
1599,C1307,506,아파트,경기도,46.96,9,9.0,240930,0.0,3.0,436.0,504.0
1600,C1307,506,아파트,경기도,46.96,49,9.0,240930,0.0,3.0,436.0,504.0
1601,C1307,506,아파트,경기도,51.97,118,9.0,284650,0.0,3.0,436.0,504.0
1602,C1307,506,아파트,경기도,51.97,10,9.0,284650,0.0,3.0,436.0,504.0
1603,C1307,506,아파트,경기도,59.94,59,9.0,357050,0.0,3.0,436.0,504.0
1604,C2601,243,아파트,경기도,51.86,24,7.0,284650,0.0,3.0,214.0,281.0
1605,C2601,243,아파트,경기도,51.9,24,7.0,284650,0.0,3.0,214.0,281.0
1606,C2601,243,아파트,경기도,51.97,56,7.0,284650,0.0,3.0,214.0,281.0
1607,C2601,243,아파트,경기도,51.97,83,7.0,284650,0.0,3.0,214.0,281.0
1608,C2601,243,아파트,경기도,59.94,56,7.0,357050,0.0,3.0,214.0,281.0
1609,C1085,525,아파트,경기도,36.63,225,4.0,111230,0.0,2.0,422.0,521.0
1610,C1085,525,아파트,경기도,36.63,45,4.0,111230,0.0,2.0,422.0,521.0
1611,C1085,525,아파트,경기도,46.22,180,4.0,155990,0.0,2.0,422.0,521.0
1612,C1085,525,아파트,경기도,46.22,75,4.0,155990,0.0,2.0,422.0,521.0
1613,C2385,445,아파트,경기도,46.9,172,4.0,170940,0.0,4.0,404.0,552.0
1614,C2385,445,아파트,경기도,46.9,68,4.0,170940,0.0,4.0,404.0,552.0
1615,C2385,445,아파트,경기도,51.93,164,4.0,211820,0.0,4.0,404.0,552.0
1616,C2385,445,아파트,경기도,51.93,41,4.0,211820,0.0,4.0,404.0,552.0
1617,C1059,514,아파트,전라북도,39.51,126,7.0,94030,0.0,8.0,362.0,246.0
1618,C1059,514,아파트,전라북도,39.84,91,7.0,94030,0.0,8.0,362.0,246.0
1619,C1059,514,아파트,전라북도,39.84,39,7.0,94030,0.0,8.0,362.0,246.0
1620,C1059,514,아파트,전라북도,46.18,126,7.0,112790,0.0,8.0,362.0,246.0
1621,C1059,514,아파트,전라북도,46.73,88,7.0,112790,0.0,8.0,362.0,246.0
1622,C1059,514,아파트,전라북도,46.73,44,7.0,112790,0.0,8.0,362.0,246.0
1623,C2162,374,아파트,전라북도,51.93,116,7.0,102350,0.0,1.0,281.0,347.0
1624,C2162,374,아파트,전라북도,51.93,58,7.0,102350,0.0,1.0,281.0,347.0
1625,C2162,374,아파트,전라북도,59.88,200,7.0,121070,0.0,1.0,281.0,347.0
1626,C1819,330,아파트,전라남도,51.93,100,15.0,110960,0.0,1.0,253.0,272.0
1627,C1819,330,아파트,전라남도,51.93,50,15.0,110960,0.0,1.0,253.0,272.0
1628,C1819,330,아파트,전라남도,59.88,180,15.0,139490,0.0,1.0,253.0,272.0
1629,C2325,378,아파트,전라북도,36.64,118,3.0,74300,0.0,1.0,265.0,293.0
1630,C2325,378,아파트,전라북도,46.89,80,3.0,85460,0.0,1.0,265.0,293.0
1631,C2325,378,아파트,전라북도,46.89,96,3.0,85460,0.0,1.0,265.0,293.0
1632,C2325,378,아파트,전라북도,51.91,57,3.0,96610,0.0,1.0,265.0,293.0
1633,C2325,378,아파트,전라북도,51.91,27,3.0,96610,0.0,1.0,265.0,293.0
1634,C2394,277,아파트,충청남도,39.59,56,20.0,111470,0.0,2.0,222.0,254.0
1635,C2394,277,아파트,충청남도,39.63,15,20.0,111470,0.0,2.0,222.0,254.0
1636,C2394,277,아파트,충청남도,39.63,15,20.0,111470,0.0,2.0,222.0,254.0
1637,C2394,277,아파트,충청남도,46.9,45,20.0,34290,0.0,2.0,222.0,254.0
1638,C2394,277,아파트,충청남도,46.9,15,20.0,34290,0.0,2.0,222.0,254.0
1639,C2394,277,아파트,충청남도,46.9,42,20.0,34290,0.0,2.0,222.0,254.0
1640,C2394,277,아파트,충청남도,51.93,14,20.0,42300,0.0,2.0,222.0,254.0
1641,C2394,277,아파트,충청남도,51.93,75,20.0,42300,0.0,2.0,222.0,254.0
1642,C1133,856,아파트,전라북도,33.7,150,10.0,92900,0.0,3.0,777.0,842.0
1643,C1133,856,아파트,전라북도,36.47,130,10.0,105280,0.0,3.0,777.0,842.0
1644,C1133,856,아파트,전라북도,36.57,76,10.0,105280,0.0,3.0,777.0,842.0
1645,C1133,856,아파트,전라북도,46.75,75,10.0,154830,0.0,3.0,777.0,842.0
1646,C1133,856,아파트,전라북도,46.98,315,10.0,154830,0.0,3.0,777.0,842.0
1647,C1133,856,아파트,전라북도,51.88,110,10.0,192000,0.0,3.0,777.0,842.0
1648,C1281,646,아파트,전라북도,33.7,116,4.0,92900,0.0,3.0,583.0,484.0
1649,C1281,646,아파트,전라북도,36.47,97,4.0,105280,0.0,3.0,583.0,484.0
1650,C1281,646,아파트,전라북도,36.57,220,4.0,105280,0.0,3.0,583.0,484.0
1651,C1281,646,아파트,전라북도,46.75,58,4.0,154830,0.0,3.0,583.0,484.0
1652,C1281,646,아파트,전라북도,46.98,155,4.0,154830,0.0,3.0,583.0,484.0
1653,C1194,511,아파트,제주특별자치도,51.61,29,3.0,207380,0.0,4.0,413.0,585.0
1654,C1194,511,아파트,제주특별자치도,51.86,148,3.0,209910,0.0,4.0,413.0,585.0
1655,C1194,511,아파트,제주특별자치도,51.87,15,3.0,209910,0.0,4.0,413.0,585.0
1656,C1194,511,아파트,제주특별자치도,51.99,86,3.0,209910,0.0,4.0,413.0,585.0
1657,C1194,511,아파트,제주특별자치도,59.57,233,3.0,268730,0.0,4.0,413.0,585.0
1658,C2308,285,아파트,강원도,51.92,39,3.0,177040,0.0,1.0,200.0,244.0
1659,C2308,285,아파트,강원도,51.99,78,3.0,187150,0.0,1.0,200.0,244.0
1660,C2308,285,아파트,강원도,59.57,168,3.0,204850,0.0,1.0,200.0,244.0
1661,C2036,256,아파트,강원도,46.9,29,2.0,106090,0.0,1.0,199.0,258.0
1662,C2036,256,아파트,강원도,46.9,87,2.0,106090,0.0,1.0,199.0,258.0
1663,C2036,256,아파트,강원도,46.9,58,2.0,106090,0.0,1.0,199.0,258.0
1664,C2036,256,아파트,강원도,59.88,82,2.0,187260,0.0,1.0,199.0,258.0
1665,C1394,466,아파트,전라북도,36.63,177,0.0,73650,0.0,1.0,329.0,271.0
1666,C1394,466,아파트,전라북도,36.63,68,0.0,73650,0.0,1.0,329.0,271.0
1667,C1394,466,아파트,전라북도,46.22,154,0.0,112860,0.0,1.0,329.0,271.0
1668,C1394,466,아파트,전라북도,46.22,67,0.0,112860,0.0,1.0,329.0,271.0
1669,C1180,314,아파트,전라북도,51.93,50,15.0,93530,0.0,1.0,241.0,311.0
1670,C1180,314,아파트,전라북도,51.93,104,15.0,93530,0.0,1.0,241.0,311.0
1671,C1180,314,아파트,전라북도,59.88,160,15.0,110310,0.0,1.0,241.0,311.0
1672,C2503,382,아파트,제주특별자치도,39.51,175,7.0,109270,0.0,2.0,306.0,327.0
1673,C2503,382,아파트,제주특별자치도,39.84,34,7.0,110550,0.0,2.0,306.0,327.0
1674,C2503,382,아파트,제주특별자치도,39.84,19,7.0,110550,0.0,2.0,306.0,327.0
1675,C2503,382,아파트,제주특별자치도,46.11,136,7.0,137240,0.0,2.0,306.0,327.0
1676,C2503,382,아파트,제주특별자치도,46.11,7,7.0,137240,0.0,2.0,306.0,327.0
1677,C2503,382,아파트,제주특별자치도,46.11,11,7.0,137240,0.0,2.0,306.0,327.0
1678,C1907,212,아파트,제주특별자치도,39.39,28,7.0,87960,0.0,3.0,163.0,207.0
1679,C1907,212,아파트,제주특별자치도,39.5,25,7.0,87960,0.0,3.0,163.0,207.0
1680,C1907,212,아파트,제주특별자치도,39.63,56,7.0,87960,0.0,3.0,163.0,207.0
1681,C1907,212,아파트,제주특별자치도,49.37,28,7.0,119490,0.0,3.0,163.0,207.0
1682,C1907,212,아파트,제주특별자치도,49.63,26,7.0,119490,0.0,3.0,163.0,207.0
1683,C1907,212,아파트,제주특별자치도,49.7,49,7.0,119490,0.0,3.0,163.0,207.0
1684,C2181,872,아파트,충청북도,36.62,453,15.0,90410,0.0,6.0,733.0,683.0
1685,C2181,872,아파트,충청북도,36.62,89,15.0,90410,0.0,6.0,733.0,683.0
1686,C2181,872,아파트,충청북도,46.9,45,15.0,133780,0.0,6.0,733.0,683.0
1687,C2181,872,아파트,충청북도,46.9,90,15.0,133780,0.0,6.0,733.0,683.0
1688,C2181,872,아파트,충청북도,51.93,117,15.0,161020,0.0,6.0,733.0,683.0
1689,C2181,872,아파트,충청북도,51.93,78,15.0,161020,0.0,6.0,733.0,683.0
1690,C1768,508,아파트,충청북도,51.88,246,4.0,136930,0.0,1.0,370.0,670.0
1691,C1768,508,아파트,충청북도,59.57,262,4.0,161420,0.0,1.0,370.0,670.0
1692,C1783,594,아파트,대구광역시,39.48,180,16.0,115520,1.0,6.0,596.0,570.0
1693,C1783,594,아파트,대구광역시,46.9,45,16.0,160960,1.0,6.0,596.0,570.0
1694,C1783,594,아파트,대구광역시,46.9,30,16.0,160960,1.0,6.0,596.0,570.0
1695,C1783,594,아파트,대구광역시,46.9,135,16.0,160960,1.0,6.0,596.0,570.0
1696,C1783,594,아파트,대구광역시,59.88,204,16.0,246650,1.0,6.0,596.0,570.0
1697,C2192,514,아파트,충청북도,33.95,180,16.0,79260,0.0,2.0,442.0,324.0
1698,C2192,514,아파트,충청북도,39.8,130,16.0,100320,0.0,2.0,442.0,324.0
1699,C2192,514,아파트,충청북도,39.8,42,16.0,100320,0.0,2.0,442.0,324.0
1700,C2192,514,아파트,충청북도,46.99,90,16.0,131290,0.0,2.0,442.0,324.0
1701,C2192,514,아파트,충청북도,46.99,72,16.0,131290,0.0,2.0,442.0,324.0
1702,C2346,558,아파트,충청북도,46.9,164,12.0,113780,0.0,3.0,449.0,553.0
1703,C2346,558,아파트,충청북도,46.9,30,12.0,113780,0.0,3.0,449.0,553.0
1704,C2346,558,아파트,충청북도,51.93,88,12.0,141080,0.0,3.0,449.0,553.0
1705,C2346,558,아파트,충청북도,51.93,132,12.0,141080,0.0,3.0,449.0,553.0
1706,C2346,558,아파트,충청북도,59.88,144,12.0,173960,0.0,3.0,449.0,553.0
1707,C2680,758,아파트,경상남도,36.63,486,19.0,98630,0.0,7.0,564.0,590.0
1708,C2680,758,아파트,경상남도,46.71,149,19.0,145410,0.0,7.0,564.0,590.0
1709,C2680,758,아파트,경상남도,46.71,123,19.0,145410,0.0,7.0,564.0,590.0
1710,C2631,812,아파트,경상남도,39.49,127,2.0,88120,0.0,3.0,612.0,638.0
1711,C2631,812,아파트,경상남도,39.88,135,2.0,88120,0.0,3.0,612.0,638.0
1712,C2631,812,아파트,경상남도,39.88,60,2.0,88120,0.0,3.0,612.0,638.0
1713,C2631,812,아파트,경상남도,46.45,129,2.0,102620,0.0,3.0,612.0,638.0
1714,C2631,812,아파트,경상남도,46.96,45,2.0,102620,0.0,3.0,612.0,638.0
1715,C2631,812,아파트,경상남도,46.96,30,2.0,102620,0.0,3.0,612.0,638.0
1716,C2631,812,아파트,경상남도,51.86,286,2.0,120730,0.0,3.0,612.0,638.0
1717,C2141,504,아파트,경상남도,36.62,120,2.0,136250,0.0,6.0,445.0,495.0
1718,C2141,504,아파트,경상남도,41.99,120,2.0,185810,0.0,6.0,445.0,495.0
1719,C2141,504,아파트,경상남도,46.9,120,2.0,247750,0.0,6.0,445.0,495.0
1720,C2141,504,아파트,경상남도,46.9,144,2.0,247750,0.0,6.0,445.0,495.0
1721,C1569,631,아파트,경상남도,36.19,43,8.0,87980,0.0,3.0,442.0,528.0
1722,C1569,631,아파트,경상남도,36.23,46,8.0,87980,0.0,3.0,442.0,528.0
1723,C1569,631,아파트,경상남도,36.3,23,8.0,87980,0.0,3.0,442.0,528.0
1724,C1569,631,아파트,경상남도,36.63,227,8.0,87980,0.0,3.0,442.0,528.0
1725,C1569,631,아파트,경상남도,36.63,53,8.0,87980,0.0,3.0,442.0,528.0
1726,C1569,631,아파트,경상남도,46.22,200,8.0,108080,0.0,3.0,442.0,528.0
1727,C1569,631,아파트,경상남도,46.22,39,8.0,108080,0.0,3.0,442.0,528.0
1728,C2099,332,아파트,강원도,39.56,80,3.0,76130,0.0,2.0,258.0,383.0
1729,C2099,332,아파트,강원도,46.9,76,3.0,102350,0.0,2.0,258.0,383.0
1730,C2099,332,아파트,강원도,46.9,36,3.0,102350,0.0,2.0,258.0,383.0
1731,C2099,332,아파트,강원도,46.9,84,3.0,102350,0.0,2.0,258.0,383.0
1732,C2099,332,아파트,강원도,59.89,56,3.0,154790,0.0,2.0,258.0,383.0
1733,C2287,409,아파트,충청북도,39.72,38,18.0,83540,0.0,3.0,330.0,284.0
1734,C2287,409,아파트,충청북도,39.72,25,18.0,83540,0.0,3.0,330.0,284.0
1735,C2287,409,아파트,충청북도,46.9,167,18.0,113560,0.0,3.0,330.0,284.0
1736,C2287,409,아파트,충청북도,46.9,39,18.0,113560,0.0,3.0,330.0,284.0
1737,C2287,409,아파트,충청북도,46.9,75,18.0,113560,0.0,3.0,330.0,284.0
1738,C2287,409,아파트,충청북도,51.93,26,18.0,141830,0.0,3.0,330.0,284.0
1739,C2287,409,아파트,충청북도,51.93,39,18.0,141830,0.0,3.0,330.0,284.0
1740,C2055,773,아파트,충청북도,39.72,177,22.0,141110,0.0,4.0,817.0,723.0
1741,C2055,773,아파트,충청북도,39.72,80,22.0,141110,0.0,4.0,817.0,723.0
1742,C2055,773,아파트,충청북도,46.9,222,22.0,170980,0.0,4.0,817.0,723.0
1743,C2055,773,아파트,충청북도,46.9,114,22.0,170980,0.0,4.0,817.0,723.0
1744,C2055,773,아파트,충청북도,51.93,150,22.0,208170,0.0,4.0,817.0,723.0
1745,C2055,773,아파트,충청북도,51.93,30,22.0,208170,0.0,4.0,817.0,723.0
1746,C1428,375,아파트,강원도,36.65,109,6.0,102350,0.0,2.0,360.0,333.0
1747,C1428,375,아파트,강원도,46.91,47,6.0,168520,0.0,2.0,360.0,333.0
1748,C1428,375,아파트,강원도,46.91,24,6.0,168520,0.0,2.0,360.0,333.0
1749,C1428,375,아파트,강원도,46.91,74,6.0,168520,0.0,2.0,360.0,333.0
1750,C1428,375,아파트,강원도,46.91,37,6.0,168520,0.0,2.0,360.0,333.0
1751,C1428,375,아파트,강원도,51.93,70,6.0,233440,0.0,2.0,360.0,333.0
1752,C1428,375,아파트,강원도,51.93,14,6.0,233440,0.0,2.0,360.0,333.0
1753,C2522,747,아파트,강원도,39.72,314,13.0,111090,0.0,2.0,698.0,610.0
1754,C2522,747,아파트,강원도,39.72,67,13.0,111090,0.0,2.0,698.0,610.0
1755,C2522,747,아파트,강원도,46.9,84,13.0,168520,0.0,2.0,698.0,610.0
1756,C2522,747,아파트,강원도,46.9,15,13.0,168520,0.0,2.0,698.0,610.0
1757,C2522,747,아파트,강원도,46.9,87,13.0,168520,0.0,2.0,698.0,610.0
1758,C2522,747,아파트,강원도,51.93,150,13.0,247180,0.0,2.0,698.0,610.0
1759,C2522,747,아파트,강원도,51.93,30,13.0,247180,0.0,2.0,698.0,610.0
1760,C2560,372,아파트,강원도,51.86,288,3.0,207380,0.0,1.0,374.0,481.0
1761,C2560,372,아파트,강원도,59.57,84,3.0,237740,0.0,1.0,374.0,481.0
1762,C2068,434,아파트,강원도,51.86,322,3.0,227170,0.0,1.0,384.0,594.0
1763,C2068,434,아파트,강원도,59.57,112,3.0,260930,0.0,1.0,384.0,594.0
1764,C2603,538,아파트,충청북도,46.79,30,9.0,118980,0.0,2.0,393.0,509.0
1765,C2603,538,아파트,충청북도,46.9,244,9.0,118980,0.0,2.0,393.0,509.0
1766,C2603,538,아파트,충청북도,46.9,115,9.0,118980,0.0,2.0,393.0,509.0
1767,C2603,538,아파트,충청북도,46.9,30,9.0,118980,0.0,2.0,393.0,509.0
1768,C2603,538,아파트,충청북도,59.29,30,9.0,164900,0.0,2.0,393.0,509.0
1769,C2603,538,아파트,충청북도,59.88,89,9.0,164900,0.0,2.0,393.0,509.0
1770,C1965,498,아파트,충청북도,39.66,174,13.0,104050,0.0,5.0,480.0,500.0
1771,C1965,498,아파트,충청북도,39.66,84,13.0,104050,0.0,5.0,480.0,500.0
1772,C1965,498,아파트,충청북도,45.79,120,13.0,131290,0.0,5.0,480.0,500.0
1773,C1965,498,아파트,충청북도,45.79,60,13.0,131290,0.0,5.0,480.0,500.0
1774,C1965,498,아파트,충청북도,59.86,60,13.0,194460,0.0,5.0,480.0,500.0
1775,C1660,718,아파트,경상남도,39.51,90,13.0,85020,0.0,3.0,550.0,512.0
1776,C1660,718,아파트,경상남도,39.84,60,13.0,85020,0.0,3.0,550.0,512.0
1777,C1660,718,아파트,경상남도,39.84,30,13.0,85020,0.0,3.0,550.0,512.0
1778,C1660,718,아파트,경상남도,46.18,88,13.0,94750,0.0,3.0,550.0,512.0
1779,C1660,718,아파트,경상남도,46.71,60,13.0,94750,0.0,3.0,550.0,512.0
1780,C1660,718,아파트,경상남도,46.71,30,13.0,94750,0.0,3.0,550.0,512.0
1781,C1660,718,아파트,경상남도,51.71,240,13.0,127540,0.0,3.0,550.0,512.0
1782,C1660,718,아파트,경상남도,59.99,120,13.0,145780,0.0,3.0,550.0,512.0
1783,C2378,818,아파트,경기도,51.86,388,25.0,229990,0.0,12.0,640.0,901.0
1784,C2378,818,아파트,경기도,51.88,270,25.0,229990,0.0,12.0,640.0,901.0
1785,C2378,818,아파트,경기도,59.57,120,25.0,265190,0.0,12.0,640.0,901.0
1786,C2378,818,아파트,경기도,59.57,40,25.0,265190,0.0,12.0,640.0,901.0
1787,C1268,1035,아파트,경기도,36.72,276,21.0,138900,0.0,16.0,911.0,934.0
1788,C1268,1035,아파트,경기도,39.48,108,21.0,160960,0.0,16.0,911.0,934.0
1789,C1268,1035,아파트,경기도,46.96,171,21.0,194720,0.0,16.0,911.0,934.0
1790,C1268,1035,아파트,경기도,46.96,282,21.0,194720,0.0,16.0,911.0,934.0
1791,C1268,1035,아파트,경기도,51.86,108,21.0,237570,0.0,16.0,911.0,934.0
1792,C1268,1035,아파트,경기도,59.57,90,21.0,280400,0.0,16.0,911.0,934.0
1793,C1994,431,아파트,경상남도,46.84,114,3.0,98820,0.0,1.0,319.0,496.0
1794,C1994,431,아파트,경상남도,46.84,89,3.0,98820,0.0,1.0,319.0,496.0
1795,C1994,431,아파트,경상남도,51.93,149,3.0,112590,0.0,1.0,319.0,496.0
1796,C1994,431,아파트,경상남도,51.93,79,3.0,112590,0.0,1.0,319.0,496.0
1797,C1837,467,아파트,경상남도,33.48,159,21.0,92900,0.0,4.0,366.0,398.0
1798,C1837,467,아파트,경상남도,33.48,73,21.0,92900,0.0,4.0,366.0,398.0
1799,C1837,467,아파트,경상남도,46.9,78,21.0,144590,0.0,4.0,366.0,398.0
1800,C1837,467,아파트,경상남도,46.9,39,21.0,144590,0.0,4.0,366.0,398.0
1801,C1837,467,아파트,경상남도,51.97,60,21.0,168700,0.0,4.0,366.0,398.0
1802,C1837,467,아파트,경상남도,51.97,58,21.0,168700,0.0,4.0,366.0,398.0
1803,C1000,566,아파트,충청북도,39.57,318,10.0,96030,0.0,1.0,438.0,481.0
1804,C1000,566,아파트,충청북도,39.57,26,10.0,96030,0.0,1.0,438.0,481.0
1805,C1000,566,아파트,충청북도,39.93,75,10.0,96030,0.0,1.0,438.0,481.0
1806,C1000,566,아파트,충청북도,46.7,36,10.0,129640,0.0,1.0,438.0,481.0
1807,C1000,566,아파트,충청북도,46.9,36,10.0,129640,0.0,1.0,438.0,481.0
1808,C1000,566,아파트,충청북도,51.93,60,10.0,150040,0.0,1.0,438.0,481.0
1809,C1000,566,아파트,충청북도,51.93,15,10.0,150040,0.0,1.0,438.0,481.0
1810,C1465,861,아파트,충청북도,36.5,232,26.0,135010,0.0,4.0,812.0,557.0
1811,C1465,861,아파트,충청북도,36.5,296,26.0,135010,0.0,4.0,812.0,557.0
1812,C1465,861,아파트,충청북도,36.9,24,26.0,135010,0.0,4.0,812.0,557.0
1813,C1465,861,아파트,충청북도,46.73,80,26.0,175900,0.0,4.0,812.0,557.0
1814,C1465,861,아파트,충청북도,46.9,116,26.0,175900,0.0,4.0,812.0,557.0
1815,C1465,861,아파트,충청북도,46.93,113,26.0,175900,0.0,4.0,812.0,557.0
1816,C1448,1116,아파트,광주광역시,46.85,80,25.0,143680,0.0,2.0,1050.0,1284.0
1817,C1448,1116,아파트,광주광역시,46.9,416,25.0,143680,0.0,2.0,1050.0,1284.0
1818,C1448,1116,아파트,광주광역시,46.9,130,25.0,143680,0.0,2.0,1050.0,1284.0
1819,C1448,1116,아파트,광주광역시,46.9,14,25.0,143680,0.0,2.0,1050.0,1284.0
1820,C1448,1116,아파트,광주광역시,51.26,156,25.0,175900,0.0,2.0,1050.0,1284.0
